Country Name,Year,Fixed broadband subscriptions,Fixed telephone subscriptions,GDP,Individuals using the Internet,Unemployment
East Asia & Pacific (excluding high income),2013,0.106497778987106,321469996.0,11870059931822.135,0.38257882381853997,0.040495140531861304
Early-demographic dividend,2013,0.024774579812527696,199548720.0,10406754465041.848,0.1896208317602701,0.06816961227592827
East Asia & Pacific,2013,0.12836590938258138,451418707.0,21411284057214.535,0.43261969929861727,0.04039615669539645
Europe & Central Asia (excluding high income),2013,0.0996203612329315,47259650.0,1802285899175.5002,0.4324346007267753,0.08472207624610789
Europe & Central Asia,2013,0.22786594785561576,314741848.0,23454990403618.117,0.6618191145901992,0.09208759250318846
Ecuador,2013,0.0673188115,2394771.0,96570334000.0,0.4027912194,0.030830000000000003
"Egypt, Arab Rep.",2013,0.02866056408,6820892.0,288434108527.1318,0.294,0.13154
Euro area,2013,0.3117019912335254,161774587.0,13255654454944.72,0.7572447394019939,0.1197467519902825
Eritrea,2013,4.429118e-05,61935.0,,0.009000000000000001,0.056100000000000004
Spain,2013,0.2629002495,19384245.0,1355579535912.5527,0.71635,0.26094
Estonia,2013,0.2738641347,426490.0,25115753366.111443,0.8000430000000001,0.08631
Ethiopia,2013,0.00245216619,761450.0,47648276605.012314,0.046,0.02251
European Union,2013,0.2922008919732001,187696435.0,15294853937310.537,0.7358759651924568,0.11320560947318326
Fragile and conflict affected situations,2013,0.0109361369779851,33285792.0,1935544489353.465,0.13630740903444588,0.053360640901609795
Finland,2013,0.3162788166,752200.0,271362405890.589,0.915144,0.08193
Fiji,2013,0.01196230129,70225.0,4189967998.514236,0.35200000000000004,0.04356
France,2013,0.39377799189999996,39080000.0,2811876903329.0273,0.819198,0.09913
Faroe Islands,2013,0.3449130489,21577.0,2690110520.9254756,0.9,
"Micronesia, Fed. Sts.",2013,0.01899456772,10047.0,317214400.0,0.278,
Gabon,2013,0.00467872903,19252.0,17595744798.339832,0.3053803344,0.19788
United Kingdom,2013,0.3583045097,33383853.0,2784853502534.292,0.8984409999999999,0.07525
Georgia,2013,0.13653671320000002,1200286.0,17517660143.685932,0.433,0.19416
Ghana,2013,0.00249931001,270422.0,62824629066.04083,0.15,0.02173
Gibraltar,2013,,,,,
Guinea,2013,7.236263e-05,0.0,8376613880.84932,0.045,0.04977
"Gambia, The",2013,0.00020613035,64196.0,1375609453.4374623,0.14,0.09468
Guinea-Bissau,2013,0.00085524808,0.0,1109682824.1367562,0.031,0.03226
Equatorial Guinea,2013,0.00282810841,14873.0,21948834283.785564,0.16399999999999998,0.08039
Greece,2013,0.2669100186,5392610.0,238907690051.1301,0.5986630000000001,0.27686
Grenada,2013,0.1539185087,28585.0,842618518.5185184,0.35,
Greenland,2013,0.1925511241,18000.0,2684946990.1244802,0.6579999999999999,
Guatemala,2013,0.02287711421,1863052.0,52996446269.44204,0.19699999999999998,0.03017
Guam,2013,0.01795826499,67000.0,5399000000.0,0.654,0.115
Guyana,2013,0.04936983222,156805.0,4167800928.83553,0.31,0.12528
High income,2013,0.28146877347325,566544434.0,52439877375602.58,0.7519536698707684,0.07644365186178068
"Hong Kong SAR, China",2013,0.30632812130000003,4419423.0,275696879834.9665,0.742,0.034
Honduras,2013,0.00769932383,619095.0,18499729214.904022,0.17800000000000002,0.056459999999999996
Heavily indebted poor countries (HIPC),2013,0.001869931548662719,6786613.0,655856029913.9092,0.06019460989418803,0.0435588475917458
Croatia,2013,0.2215716754,1668265.0,59589170667.56977,0.6674760000000001,0.17251000000000002
Haiti,2013,0.0,41000.0,14902488604.242088,0.106,0.13638999999999998
Hungary,2013,0.26248140410000004,2978018.0,135684315697.71341,0.7264390000000001,0.10177
IBRD only,2013,0.07734203571941982,607102920.0,26693510662628.863,0.340118002645813,0.06252911439792541
IDA & IBRD total,2013,0.05973983674362593,635626630.0,28743704005346.547,0.28074617282363085,0.05844991481619934
IDA total,2013,0.00447356753282154,28523710.0,2050193342717.68,0.09356463852264083,0.04276897486361901
IDA blend,2013,0.004473865120203841,10502359.0,1023665425289.1719,0.1417623599178916,0.03678714834643323
Indonesia,2013,0.01283896245,30722651.0,912524136718.0182,0.1494,0.04336
IDA only,2013,0.004473406971973997,18021351.0,1026527917428.5072,0.06770543326188926,0.0455304113572347
Isle of Man,2013,,,7001175622.712655,,
India,2013,0.011561691039999999,29032974.0,1856721507621.4607,0.12300000000000001,0.08088
Not classified,2013,,,,,
Ireland,2013,0.2591535275,2034473.0,238112475390.79556,0.782477,0.13735
"Iran, Islamic Rep.",2013,0.06578162780999999,29688558.0,492775566425.88055,0.2995,0.10595
Iraq,2013,,1900000.0,234637675128.64493,0.092,0.09208
Iceland,2013,0.3625256154,168023.0,16125060515.31174,0.965468,0.05376
Israel,2013,0.2592317835,3399000.0,297732778479.1286,0.7025031195,0.061369999999999994
Italy,2013,0.23233911710000002,21098033.0,2141924094298.5552,0.584593,0.12148999999999999
Jamaica,2013,0.050778741270000004,250340.0,14264205152.61263,0.371,0.09698000000000001
Jordan,2013,0.04267575539,378411.0,34454440140.84507,0.414,0.126
Japan,2013,0.2891522645,64019263.0,5212328181166.185,0.8821942891000001,0.04038
Kazakhstan,2013,0.11292824080000001,4392000.0,236634603409.08856,0.6330422443,0.052000000000000005
Kenya,2013,0.00165528199,204354.0,61671440407.83867,0.13,0.027639999999999998
Kyrgyz Republic,2013,0.02381302058,461277.0,7335033800.590564,0.23,0.03146
Cambodia,2013,0.00217657933,420942.0,15227991395.12074,0.06,0.00438
Kiribati,2013,0.00617768796,6000.0,201768028.5525895,0.115,
St. Kitts and Nevis,2013,0.2784407319,19200.0,874896296.2962962,0.6459999999999999,
"Korea, Rep.",2013,0.3740154966,30333077.0,1370632955321.2036,0.8477,0.027469999999999998
Kuwait,2013,0.012889008090000001,508000.0,174168116687.21497,0.7545999999999999,0.02476
Latin America & Caribbean (excluding high income),2013,0.09130246517364213,94990947.0,5436631031505.861,0.45152264904847833,0.06295588559399612
Lao PDR,2013,0.00136727053,701712.0,11983252626.545183,0.125,0.01755
Lebanon,2013,0.08452412564999999,870000.0,46880103080.597015,0.705,0.08423
Liberia,2013,0.00114742309,11000.0,3177198100.0,0.032,0.020720000000000002
Libya,2013,0.01080996007,789000.0,75351107029.06049,0.165,0.19316
St. Lucia,2013,0.1419949649,33500.0,1660222222.222222,0.494,0.22210000000000002
Latin America & Caribbean,2013,0.09304196786489641,109410942.0,6362333301077.529,0.4626254604412715,0.06382924099129965
Least developed countries: UN classification,2013,0.003446950652294899,8470057.0,892428919239.9109,0.057991486893151895,0.04841063735118347
Low income,2013,0.0021296925513983487,9296982.0,394195409295.52515,0.0550409122045338,0.04822861904444195
Liechtenstein,2013,0.40797696029999997,18300.0,6391708310.677266,0.938,
Sri Lanka,2013,0.02008148305,2706787.0,77000578167.35295,,0.04186
Lower middle income,2013,0.012726529298196548,72417979.0,4712914034204.831,0.15214783922032654,0.06320301355331277
Low & middle income,2013,0.05497612300532935,567961006.0,24940261486687.68,0.2634115632636534,0.05776349125236817
Lesotho,2013,0.0010969464399999999,50345.0,2367112931.642001,0.15,0.15907
Late-demographic dividend,2013,0.12702575035729258,427719320.0,19042359863611.246,0.48029746959847436,0.049942840019814805
Lithuania,2013,0.2761385514,625990.0,46523420074.437225,0.6845289999999999,0.1177
Luxembourg,2013,0.325006537,267600.0,65203276466.976265,0.937765,0.05848
Latvia,2013,0.2441562482,423000.0,30204783461.84881,0.7523439999999999,0.11867000000000001
"Macao SAR, China",2013,0.2558184214,158414.0,51536595089.27929,0.6579999999999999,0.0182
St. Martin (French part),2013,,,,,
Morocco,2013,0.02503106638,2924861.0,115739287305.0801,0.56,0.09230000000000001
Monaco,2013,0.47693784229999997,46850.0,6555591709.885848,0.907,
Moldova,2013,0.1373812026,1221474.0,9496717875.519316,0.37439999999999996,0.01894
Madagascar,2013,0.0016104749199999998,145772.0,12423555455.38532,0.03,0.00995
Maldives,2013,0.05078507117,22557.0,3295009237.5010657,0.441,0.08298
Middle East & North Africa,2013,0.045252879824048776,65741570.0,3601732090293.3154,0.3515209146588395,0.1018058181675622
Mexico,2013,0.10868614920000001,18593529.0,1327436290282.6748,0.4346,0.049210000000000004
Marshall Islands,2013,0.02500389469,,185817016.601563,0.14,
Middle income,2013,0.06020793371413355,558664024.0,24546674700274.29,0.28381741878112676,0.05859713273667994
North Macedonia,2013,0.1610139781,396523.0,10817702346.067413,0.6524,0.29017
Mali,2013,0.00017107706,126362.0,13242690786.093815,0.035,0.0154
Malta,2013,0.32686132219999997,231331.0,10551030596.75582,0.6891379999999999,0.06115
Myanmar,2013,,534810.0,60269732854.82703,0.018000000000000002,0.00753
Middle East & North Africa (excluding high income),2013,0.03715925909236446,53522015.0,1643993969590.373,0.2969762039792223,0.11765503191935531
Montenegro,2013,0.1509923558,169032.0,4465772400.37453,0.6031,0.19585
Mongolia,2013,0.04911122561,175698.0,12582122604.257748,0.1769998424,0.04231
Northern Mariana Islands,2013,,23000.0,772000000.0,,
Mozambique,2013,0.0011425751400000001,77568.0,17198073057.198067,0.055,0.03338
Mauritania,2013,0.0020123116499999997,53993.0,7223071096.85652,0.062,0.09931
Mauritius,2013,0.1258240741,363000.0,12292974141.40443,0.4011682514,0.07322000000000001
Malawi,2013,0.00054771436,33569.0,8031571927.620549,0.050499999999999996,0.04978
Malaysia,2013,0.09752177938,4535800.0,323276235524.41534,0.5705751226,0.0316
North America,2013,0.3051222567300778,150226000.0,18733746177834.984,0.7282857988170872,0.07349603871272836
Namibia,2013,0.0162122195,183532.0,12043307277.123508,0.139,0.19027999999999998
New Caledonia,2013,0.1939260621,85000.0,10151382933.159395,0.66,0.14348
Niger,2013,0.00034310469,100500.0,10224897437.864824,0.0115,0.013999999999999999
Nigeria,2013,8.610619e-05,360537.0,520117180313.906,0.191,0.03711
Nicaragua,2013,0.02151966727,324971.0,10982938825.699354,0.155,0.0528
Netherlands,2013,0.4026713855,7125486.0,877172824534.5123,0.9395640000000001,0.07243000000000001
Norway,2013,0.3760765317,1236698.0,526014468085.1064,0.950534,0.034230000000000003
Nepal,2013,0.01137470096,829097.0,22162204924.572582,0.133,0.10667
Nauru,2013,,0.0,94385014.94258416,,
New Zealand,2013,0.29568754540000003,1850000.0,190909855416.3399,0.8278,0.058390000000000004
OECD members,2013,0.2682292477850929,521874927.0,49360200440504.11,0.71529156133675,0.07974793702605558
Oman,2013,0.040982191380000005,351411.0,89936020806.24187,0.6645,0.03516
Other small states,2013,0.12387248460406852,2253868.0,162812437315.9065,0.46118754455215794,0.09557106660224157
Pakistan,2013,0.0079289195,6370860.0,258657231672.41232,0.09,0.02954
Panama,2013,0.08040337496,577028.0,45599900000.0,0.4403,0.03707
Peru,2013,0.05369094361,3205894.0,201175543571.3918,0.392,0.035750000000000004
Philippines,2013,0.0258053883,3148835.0,283902828581.6499,0.327,0.03497
Palau,2013,0.10137601800000001,7263.0,224265167.236328,,
Papua New Guinea,2013,0.0013704233800000002,140000.0,21261338064.878304,0.051,0.02682
Poland,2013,0.1821169968,8257428.0,515761954074.1571,0.628492,0.10326
Pre-demographic dividend,2013,0.0008872024498759378,6383889.0,1448620258000.1328,0.08818103664289692,0.050291785348408495
Puerto Rico,2013,0.16640857669999998,660838.0,102450000000.0,0.6899999,0.14300000000000002
"Korea, Dem. People's Rep.",2013,,1180000.0,,0.0,0.029300000000000003
Portugal,2013,0.24495651259999998,4529794.0,226433858005.71396,0.620956,0.16188
Paraguay,2013,0.0260714407,437643.0,38501122141.424126,0.369,0.04385
West Bank and Gaza,2013,0.04916669417,403025.0,13515500000.0,0.466,0.19893999999999998
Pacific island small states,2013,0.009441490711580834,147482.0,8544636536.179372,0.2196482449913842,0.034725043848334886
Post-demographic dividend,2013,0.2988368877189541,491594214.0,46270713136341.41,0.756969819554253,0.07965964578612907
French Polynesia,2013,0.15588545720000002,61793.0,6031827122.606632,0.568,0.12029999999999999
Qatar,2013,0.1058643548,412584.0,198727642967.03296,0.853,0.0028000000000000004
Romania,2013,0.1888850229,4720000.0,189789258566.2443,0.497645,0.07096
Russian Federation,2013,0.16452639619999998,40473148.0,2292470078346.2236,0.6797,0.054580000000000004
Rwanda,2013,0.00025051007,45338.0,7819963627.141081,0.09,0.11802
South Asia,2013,0.01089069777861433,40166877.0,2389895068185.148,0.11303045822302625,0.07188626615918321
Saudi Arabia,2013,,4939715.0,753864533333.3334,0.605,0.055999999999999994
Sudan,2013,0.0007142677699999999,415571.0,43024018082.19178,,0.16414
Senegal,2013,0.00785057422,343718.0,18918667724.881683,0.131,0.04989
Singapore,2013,0.2726150564,1967000.0,307576360584.9916,0.8090205684999999,0.038599999999999995
Solomon Islands,2013,0.0032350845299999997,7618.0,1285911586.1320012,0.08,0.006939999999999999
Sierra Leone,2013,,16000.0,4920343316.870933,0.04,0.045380000000000004
El Salvador,2013,0.04598196921,960535.0,21990960000.0,0.23109300000000002,0.03693
San Marino,2013,0.3073756948,18752.0,1678741201.5730956,,
Somalia,2013,0.00466835791,64000.0,5836021227.475967,0.015,0.18995
Serbia,2013,0.1641635824,3031657.0,48394239474.67616,0.5345036418,0.22154
Sub-Saharan Africa (excluding high income),2013,0.003137247170541781,10551521.0,1796174725333.687,0.11155259696517898,0.05664108908153857
South Sudan,2013,9.004119999999999e-06,0.0,18426469016.94915,0.022000000000000002,0.12578
Sub-Saharan Africa,2013,0.00315008159463166,10573273.0,1797507885741.0715,0.11159389096957346,0.05664108908153859
Small states,2013,0.10632244612234146,3102513.0,203747883009.3781,0.42818433263278616,0.09298330108026226
Sao Tome and Principe,2013,0.0050475595699999995,6976.0,267041747.58435395,0.23,0.13711
Suriname,2013,0.06577745781,84941.0,5145757575.757576,0.374,0.066
Slovak Republic,2013,0.20482243,967106.0,98935222174.86028,0.778826,0.14227
Slovenia,2013,0.2531497693,798356.0,48415657264.875824,0.7267560000000001,0.10116
Sweden,2013,0.3262138235,3928425.0,586841821796.8911,0.9478360000000001,0.08052
Eswatini,2013,0.00375563681,46000.0,4597552981.567378,0.247,0.24434999999999998
Sint Maarten (Dutch part),2013,,,1022905027.9329609,,
Seychelles,2013,0.1283268193,21752.0,1333160407.3851607,0.504,
Syrian Arab Republic,2013,0.016102943919999998,4428774.0,21361254647.99036,0.262,0.14479
Turks and Caicos Islands,2013,,4000.0,754238000.0,,
Chad,2013,0.00111139139,31323.0,12953534866.428648,0.025,0.00942
East Asia & Pacific (IDA & IBRD countries),2013,0.10649773234774038,320297259.0,11855481580395.455,0.38734731820218704,0.04064688750546058
Europe & Central Asia (IDA & IBRD countries),2013,0.13425745518584456,104320915.0,4915748484819.6455,0.5355780110674688,0.07627701050870778
Togo,2013,0.00097308995,62537.0,6021732977.268109,0.045,0.02083
Thailand,2013,0.07462064271,6056000.0,420333654592.54706,0.2894,0.00249
Tajikistan,2013,0.00071282758,425000.0,8448411318.254166,0.16,0.0886
Turkmenistan,2013,0.00032373553,602000.0,39197543859.649124,0.096,0.03999
Latin America & the Caribbean (IDA & IBRD countries),2013,0.09421694194863268,107149316.0,6154592516614.851,0.4644913215095389,0.06398818433052975
Timor-Leste,2013,0.00060264043,3000.0,1395727400.0,0.11,0.04011
Middle East & North Africa (IDA & IBRD countries),2013,0.03699849202181832,53118990.0,1630478469590.373,0.2949367294154444,0.11690133075837371
Tonga,2013,0.01587464632,31000.0,450650633.0413497,0.3275396061,0.01758
South Asia (IDA & IBRD),2013,0.010890697778614329,40166877.0,2389895068185.148,0.11303045822302625,0.07188626615918324
Sub-Saharan Africa (IDA & IBRD countries),2013,0.0031500815946316598,10573273.0,1797507885741.0718,0.11159389096957345,0.05664108908153857
Trinidad and Tobago,2013,0.147493387,291291.0,28709988700.2142,0.599,0.02683
Tunisia,2013,0.0460151267,1021979.0,48685446413.95297,0.43799999999999994,0.15933999999999998
Turkiye,2013,0.11613792070000001,13551705.0,957799120008.3204,0.4625,0.09713
Tuvalu,2013,0.04121633999,1450.0,38615890.63207455,0.212,
Tanzania,2013,0.00114560052,164999.0,45648857242.314995,0.044000000000000004,0.029300000000000003
Uganda,2013,0.00117651828,272844.0,28915786516.61233,0.051,0.0191
Ukraine,2013,0.08858429483000001,11830969.0,190498811460.02753,0.40954129,0.0717
Upper middle income,2013,0.10736371296143896,486246045.0,19833760666069.465,0.4143003457303035,0.055178830613100374
Uruguay,2013,0.2179943097,1048445.0,61337621933.78566,0.5769,0.06444
United States,2013,0.3006871236,133233000.0,16880683000000.0,0.7140000000000001,0.07375
Uzbekistan,2013,0.01022253078,2000000.0,73180037914.91043,0.268,0.048600000000000004
St. Vincent and the Grenadines,2013,0.1359143788,19069.0,764781259.2592592,0.435,0.19347
"Venezuela, RB",2013,0.07485184758,7773777.0,371005379786.5662,0.5489999999999999,0.0754
British Virgin Islands,2013,0.21572390689999998,12080.0,,,
Virgin Islands (U.S.),2013,0.08745122911999999,76000.0,3738000000.0,0.45299999999999996,0.12273999999999999
Viet Nam,2013,0.05708103534,6725329.0,213708811665.34036,0.385,0.01316
Vanuatu,2013,0.00117631881,5497.0,758304466.2453394,0.113,0.050570000000000004
World,2013,0.0972484553698724,1142279217.0,77751368312765.38,0.3564925751867193,0.06167133899400997
Samoa,2013,0.00619188853,8382.0,797736334.2813052,0.153,0.08772
Kosovo,2013,,,6735328609.659405,,
"Yemen, Rep.",2013,0.009516749960000001,1143000.0,40415233436.17665,0.2,0.13638
South Africa,2013,0.029981466249999998,3875582.0,400886013595.5732,0.465,0.22038
Zambia,2013,0.0008826400500000001,115762.0,28037239462.71422,0.048,0.08041999999999999
Zimbabwe,2013,0.00766600996,304162.0,19091020000.0,0.155,0.04944
Aruba,2014,0.18533891919999998,35000.0,2790849720.670391,0.8378,
Africa Eastern and Southern,2014,0.0053518035780330386,7586399.0,979689662429.07,0.12237715793203417,0.06790810120951285
Afghanistan,2014,4.5848829999999996e-05,101931.0,20497128555.69723,0.07,0.07915
Africa Western and Central,2014,0.0013295996249942904,3055563.0,894585438237.9581,0.14923440708625044,0.03899550084187281
Angola,2014,0.00323462511,287416.0,135966802586.7132,0.214,0.16401
Albania,2014,0.07210701979,235734.0,13228147516.116798,0.5429999999999999,0.18055
Andorra,2014,0.4016922175,38237.0,3271685596.6632113,0.861,
Arab World,2014,0.03280561413443335,26499652.0,2905075942181.625,0.37655950054171766,0.10940002675367204
